associated_id,term,type
1134,CHRNA1,ENTREZID
1135,CHRNA2,ENTREZID
1136,CHRNA3,ENTREZID
1137,CHRNA4,ENTREZID
1138,CHRNA5,ENTREZID
1139,CHRNA7,ENTREZID
1140,CHRNB1,ENTREZID
1141,CHRNB2,ENTREZID
1142,CHRNB3,ENTREZID
1143,CHRNB4,ENTREZID
1144,CHRND,ENTREZID
1145,CHRNE,ENTREZID
1146,CHRNG,ENTREZID
1147,CHUK,ENTREZID
1149,CIDEA,ENTREZID
1152,CKB,ENTREZID
1153,CIRBP,ENTREZID
1154,CISH,ENTREZID
1155,TBCB,ENTREZID
1156,CKBE,ENTREZID
1157,CKBP1,ENTREZID
1158,CKM,ENTREZID
1159,CKMT1B,ENTREZID
1160,CKMT2,ENTREZID
1161,ERCC8,ENTREZID
1163,CKS1B,ENTREZID
1164,CKS2,ENTREZID
1165,SCAR2,ENTREZID
1167,CLA3,ENTREZID
1173,AP2M1,ENTREZID
1174,AP1S1,ENTREZID
1175,AP2S1,ENTREZID
1176,AP3S1,ENTREZID
1178,CLC,ENTREZID
1179,CLCA1,ENTREZID
1180,CLCN1,ENTREZID
1181,CLCN2,ENTREZID
1182,CLCN3,ENTREZID
1183,CLCN4,ENTREZID
1184,CLCN5,ENTREZID
1185,CLCN6,ENTREZID
1186,CLCN7,ENTREZID
1187,CLCNKA,ENTREZID
1188,CLCNKB,ENTREZID
1191,CLU,ENTREZID
1192,CLIC1,ENTREZID
1193,CLIC2,ENTREZID
1195,CLK1,ENTREZID
1196,CLK2,ENTREZID
1197,CLK2P1,ENTREZID
1198,CLK3,ENTREZID
1200,TPP1,ENTREZID
1201,CLN3,ENTREZID
1203,CLN5,ENTREZID
1204,CLNS1AP1,ENTREZID
1207,CLNS1A,ENTREZID
1208,CLPS,ENTREZID
1209,CLPTM1,ENTREZID
1211,CLTA,ENTREZID
1212,CLTB,ENTREZID
1213,CLTC,ENTREZID
1215,CMA1,ENTREZID
1218,CMD1B,ENTREZID
1222,CMD1F,ENTREZID
1230,CCR1,ENTREZID
1232,CCR3,ENTREZID
1233,CCR4,ENTREZID
1234,CCR5,ENTREZID
1235,CCR6,ENTREZID
1236,CCR7,ENTREZID
1237,CCR8,ENTREZID
1238,ACKR2,ENTREZID
1240,CMKLR1,ENTREZID
1241,LTB4R,ENTREZID
1243,CMM,ENTREZID
1244,ABCC2,ENTREZID
1245,CMR1A,ENTREZID
1246,CMR2A,ENTREZID
1247,CMR3A,ENTREZID
1253,CMTX2,ENTREZID
1254,CMTX3,ENTREZID
1255,CNA1,ENTREZID
1257,CNC2,ENTREZID
1258,CNGB1,ENTREZID
1259,CNGA1,ENTREZID
1260,CNGA2,ENTREZID
1261,CNGA3,ENTREZID
1262,CNGA4,ENTREZID
1263,PLK3,ENTREZID
1264,CNN1,ENTREZID
1265,CNN2,ENTREZID
1266,CNN3,ENTREZID
1267,CNP,ENTREZID
1268,CNR1,ENTREZID
1269,CNR2,ENTREZID
1270,CNTF,ENTREZID
1271,CNTFR,ENTREZID
1272,CNTN1,ENTREZID
1275,COD2,ENTREZID
1277,COL1A1,ENTREZID
1278,COL1A2,ENTREZID
1279,COL1AR,ENTREZID
1280,COL2A1,ENTREZID
1281,COL3A1,ENTREZID
1282,COL4A1,ENTREZID
1283,CTD,ENTREZID
1284,COL4A2,ENTREZID
1285,COL4A3,ENTREZID
1286,COL4A4,ENTREZID
1287,COL4A5,ENTREZID
1288,COL4A6,ENTREZID
1289,COL5A1,ENTREZID
1290,COL5A2,ENTREZID
1291,COL6A1,ENTREZID
1292,COL6A2,ENTREZID
1293,COL6A3,ENTREZID
1294,COL7A1,ENTREZID
1295,COL8A1,ENTREZID
1296,COL8A2,ENTREZID
1297,COL9A1,ENTREZID
1298,COL9A2,ENTREZID
1299,COL9A3,ENTREZID
1300,COL10A1,ENTREZID
1301,COL11A1,ENTREZID
1302,COL11A2,ENTREZID
1303,COL12A1,ENTREZID
1305,COL13A1,ENTREZID
1306,COL15A1,ENTREZID
1307,COL16A1,ENTREZID
1308,COL17A1,ENTREZID
1310,COL19A1,ENTREZID
1311,COMP,ENTREZID
1312,COMT,ENTREZID
1314,COPA,ENTREZID
1315,COPB1,ENTREZID
1316,KLF6,ENTREZID
1317,SLC31A1,ENTREZID
1318,SLC31A2,ENTREZID
1319,CORD1,ENTREZID
1321,CORD4,ENTREZID
1325,CORT,ENTREZID
1326,MAP3K8,ENTREZID
1327,COX4I1,ENTREZID
1329,COX5B,ENTREZID
1330,COX5BP1,ENTREZID
1331,COX5BP2,ENTREZID
1332,COX5BP3,ENTREZID
1333,COX5BP4,ENTREZID
1336,COX5BP7,ENTREZID
1337,COX6A1,ENTREZID
1338,COX6A1P1,ENTREZID
1339,COX6A2,ENTREZID
1340,COX6B1,ENTREZID
1342,COX6B1P2,ENTREZID
1343,COX6B1P3,ENTREZID
1345,COX6C,ENTREZID
1346,COX7A1,ENTREZID
1347,COX7A2,ENTREZID
1348,COX7A2P2,ENTREZID
1349,COX7B,ENTREZID
1350,COX7C,ENTREZID
1351,COX8A,ENTREZID
1352,COX10,ENTREZID
1353,COX11,ENTREZID
1355,COX15,ENTREZID
1356,CP,ENTREZID
1357,CPA1,ENTREZID
1358,CPA2,ENTREZID
1359,CPA3,ENTREZID
1360,CPB1,ENTREZID
1361,CPB2,ENTREZID
1362,CPD,ENTREZID
1363,CPE,ENTREZID
1364,CLDN4,ENTREZID
1365,CLDN3,ENTREZID
1366,CLDN7,ENTREZID
1368,CPM,ENTREZID
1369,CPN1,ENTREZID
1370,CPN2,ENTREZID
1371,CPOX,ENTREZID
1373,CPS1,ENTREZID
1374,CPT1A,ENTREZID
1375,CPT1B,ENTREZID
1376,CPT2,ENTREZID
1378,CR1,ENTREZID
1379,CR1L,ENTREZID
1380,CR2,ENTREZID
1381,CRABP1,ENTREZID
1382,CRABP2,ENTREZID
1384,CRAT,ENTREZID
1385,CREB1,ENTREZID
1386,ATF2,ENTREZID
1387,CREBBP,ENTREZID
1388,ATF6B,ENTREZID
1389,CREBL2,ENTREZID
1390,CREM,ENTREZID
1392,CRH,ENTREZID
1393,CRHBP,ENTREZID
1394,CRHR1,ENTREZID
1395,CRHR2,ENTREZID
1396,CRIP1,ENTREZID
1397,CRIP2,ENTREZID
1398,CRK,ENTREZID
1399,CRKL,ENTREZID
1400,CRMP1,ENTREZID
1401,CRP,ENTREZID
1404,HAPLN1,ENTREZID
1406,CRX,ENTREZID
1407,CRY1,ENTREZID
1408,CRY2,ENTREZID
1409,CRYAA,ENTREZID
1410,CRYAB,ENTREZID
1411,CRYBA1,ENTREZID
1412,CRYBA2,ENTREZID
1413,CRYBA4,ENTREZID
1414,CRYBB1,ENTREZID
1415,CRYBB2,ENTREZID
1416,CRYBB2P1,ENTREZID
1417,CRYBB3,ENTREZID
1418,CRYGA,ENTREZID
1419,CRYGB,ENTREZID
1420,CRYGC,ENTREZID
1421,CRYGD,ENTREZID
1423,CRYGFP,ENTREZID
1424,CRYGGP,ENTREZID
1427,CRYGS,ENTREZID
1428,CRYM,ENTREZID
1429,CRYZ,ENTREZID
1430,CRYZP1,ENTREZID
1431,CS,ENTREZID
1432,MAPK14,ENTREZID
1434,CSE1L,ENTREZID
1435,CSF1,ENTREZID
1436,CSF1R,ENTREZID
1437,CSF2,ENTREZID
1438,CSF2RA,ENTREZID
1439,CSF2RB,ENTREZID
1440,CSF3,ENTREZID
1441,CSF3R,ENTREZID
1442,CSH1,ENTREZID
1443,CSH2,ENTREZID
1444,CSHL1,ENTREZID
1445,CSK,ENTREZID
1446,CSN1S1,ENTREZID
1447,CSN2,ENTREZID
1448,CSN3,ENTREZID
1452,CSNK1A1,ENTREZID
1453,CSNK1D,ENTREZID
1454,CSNK1E,ENTREZID
1455,CSNK1G2,ENTREZID
1456,CSNK1G3,ENTREZID
1457,CSNK2A1,ENTREZID
1459,CSNK2A2,ENTREZID
1460,CSNK2B,ENTREZID
1462,VCAN,ENTREZID
1463,NCAN,ENTREZID
1464,CSPG4,ENTREZID
1465,CSRP1,ENTREZID
1466,CSRP2,ENTREZID
1467,CSRP2P1,ENTREZID
1468,SLC25A10,ENTREZID
1469,CST1,ENTREZID
1470,CST2,ENTREZID
1471,CST3,ENTREZID
1472,CST4,ENTREZID
1473,CST5,ENTREZID
1474,CST6,ENTREZID
1475,CSTA,ENTREZID
1476,CSTB,ENTREZID
1477,CSTF1,ENTREZID
1478,CSTF2,ENTREZID
1479,CSTF3,ENTREZID
1480,CSTP1,ENTREZID
1481,CSTP2,ENTREZID
1482,NKX2-5,ENTREZID
1483,CTAA1,ENTREZID
1484,CTAA2,ENTREZID
1485,CTAG1B,ENTREZID
1486,CTBS,ENTREZID
1487,CTBP1,ENTREZID
1488,CTBP2,ENTREZID
1489,CTF1,ENTREZID
1490,CTGF,ENTREZID
1491,CTH,ENTREZID
1493,CTLA4,ENTREZID
1495,CTNNA1,ENTREZID
1496,CTNNA2,ENTREZID
1497,CTNS,ENTREZID
1498,CTNNA1P1,ENTREZID
1499,CTNNB1,ENTREZID
1500,CTNND1,ENTREZID
1501,CTNND2,ENTREZID
1503,CTPS1,ENTREZID
1504,CTRB1,ENTREZID
1506,CTRL,ENTREZID
1508,CTSB,ENTREZID
1509,CTSD,ENTREZID
1510,CTSE,ENTREZID
1511,CTSG,ENTREZID
1512,CTSH,ENTREZID
1513,CTSK,ENTREZID
1514,CTSL,ENTREZID
1515,CTSV,ENTREZID
1517,CTSLP2,ENTREZID
1518,CTSLP8,ENTREZID
1519,CTSO,ENTREZID
1520,CTSS,ENTREZID
1521,CTSW,ENTREZID
1522,CTSZ,ENTREZID
1523,CUX1,ENTREZID
1524,CX3CR1,ENTREZID
1525,CXADR,ENTREZID
1526,CXB3S,ENTREZID
1527,TEX28,ENTREZID
1528,CYB5A,ENTREZID
1531,CYB5AP3,ENTREZID
1532,CYB5AP4,ENTREZID
1534,CYB561,ENTREZID
1535,CYBA,ENTREZID
1536,CYBB,ENTREZID
1537,CYC1,ENTREZID
1538,CYLC1,ENTREZID
1539,CYLC2,ENTREZID
1540,CYLD,ENTREZID
1541,CYMD,ENTREZID
1543,CYP1A1,ENTREZID
1544,CYP1A2,ENTREZID
1545,CYP1B1,ENTREZID
1548,CYP2A6,ENTREZID
1549,CYP2A7,ENTREZID
1550,CYP2A7P1,ENTREZID
1551,CYP3A7,ENTREZID
1553,CYP2A13,ENTREZID
1555,CYP2B6,ENTREZID
1556,CYP2B7P,ENTREZID
1557,CYP2C19,ENTREZID
1558,CYP2C8,ENTREZID
1559,CYP2C9,ENTREZID
1562,CYP2C18,ENTREZID
1564,CYP2D7,ENTREZID
1565,CYP2D6,ENTREZID
1566,CYP2D7BP,ENTREZID
1568,CYP2D8P,ENTREZID
1571,CYP2E1,ENTREZID
1572,CYP2F1,ENTREZID
1573,CYP2J2,ENTREZID
1576,CYP3A4,ENTREZID
1577,CYP3A5,ENTREZID
1578,CYP3A51P,ENTREZID
1579,CYP4A11,ENTREZID
1580,CYP4B1,ENTREZID
1581,CYP7A1,ENTREZID
1582,CYP8B1,ENTREZID
1583,CYP11A1,ENTREZID
1584,CYP11B1,ENTREZID
1585,CYP11B2,ENTREZID
1586,CYP17A1,ENTREZID
1587,ADAM3A,ENTREZID
1588,CYP19A1,ENTREZID
1589,CYP21A2,ENTREZID
1590,CYP21A1P,ENTREZID
1591,CYP24A1,ENTREZID
1592,CYP26A1,ENTREZID
1593,CYP27A1,ENTREZID
1594,CYP27B1,ENTREZID
1595,CYP51A1,ENTREZID
1596,ADAM3B,ENTREZID
1600,DAB1,ENTREZID
1601,DAB2,ENTREZID
1602,DACH1,ENTREZID
1603,DAD1,ENTREZID
1604,CD55,ENTREZID
1605,DAG1,ENTREZID
1606,DGKA,ENTREZID
1607,DGKB,ENTREZID
1608,DGKG,ENTREZID
1609,DGKQ,ENTREZID
1610,DAO,ENTREZID
1611,DAP,ENTREZID
1612,DAPK1,ENTREZID
1613,DAPK3,ENTREZID
1615,DARS,ENTREZID
1616,DAXX,ENTREZID
1617,DAZ1,ENTREZID
1618,DAZL,ENTREZID
1620,BRINP1,ENTREZID
1621,DBH,ENTREZID
1622,DBI,ENTREZID
1623,DBIP2,ENTREZID
1624,DBIP1,ENTREZID
1627,DBN1,ENTREZID
1628,DBP,ENTREZID
1629,DBT,ENTREZID
1630,DCC,ENTREZID
1632,ECI1,ENTREZID
1633,DCK,ENTREZID
1634,DCN,ENTREZID
1635,DCTD,ENTREZID
1636,ACE,ENTREZID
1637,DCR,ENTREZID
1638,DCT,ENTREZID
1639,DCTN1,ENTREZID
1641,DCX,ENTREZID
1642,DDB1,ENTREZID
1643,DDB2,ENTREZID
1644,DDC,ENTREZID
1645,AKR1C1,ENTREZID
1646,AKR1C2,ENTREZID
1647,GADD45A,ENTREZID
1648,GADD45AP1,ENTREZID
1649,DDIT3,ENTREZID
1650,DDOST,ENTREZID
1652,DDT,ENTREZID
1653,DDX1,ENTREZID
1654,DDX3X,ENTREZID
1655,DDX5,ENTREZID
1656,DDX6,ENTREZID
1657,DMXL1,ENTREZID
1659,DHX8,ENTREZID
1660,DHX9,ENTREZID
1661,DHX9P1,ENTREZID
1662,DDX10,ENTREZID
1663,DDX11,ENTREZID
1665,DHX15,ENTREZID
1666,DECR1,ENTREZID
1667,DEFA1,ENTREZID
1668,DEFA3,ENTREZID
1669,DEFA4,ENTREZID
1670,DEFA5,ENTREZID
1671,DEFA6,ENTREZID
1672,DEFB1,ENTREZID
1673,DEFB4A,ENTREZID
1674,DES,ENTREZID
1675,CFD,ENTREZID
1676,DFFA,ENTREZID
1677,DFFB,ENTREZID
1678,TIMM8A,ENTREZID
1680,DFNX3,ENTREZID
1681,DFN5,ENTREZID
1684,DFN8,ENTREZID
1687,DFNA5,ENTREZID
1689,DFNA7,ENTREZID
1690,COCH,ENTREZID
1694,DFNA16,ENTREZID
1696,DFNA19,ENTREZID
1697,DFNB5,ENTREZID
1705,DFNB13,ENTREZID
1706,DFNB14,ENTREZID
1709,DFNB17,ENTREZID
1712,DFNB19,ENTREZID
1713,DFNB20,ENTREZID
1714,DGCR,ENTREZID
1716,DGUOK,ENTREZID
1717,DHCR7,ENTREZID
1718,DHCR24,ENTREZID
1719,DHFR,ENTREZID
1720,DHFRP3,ENTREZID
1723,DHODH,ENTREZID
1725,DHPS,ENTREZID
1727,CYB5R3,ENTREZID
1728,NQO1,ENTREZID
1729,DIAPH1,ENTREZID
1730,DIAPH2,ENTREZID
1731,SEPT1,ENTREZID
1732,DIH1,ENTREZID
1733,DIO1,ENTREZID
1734,DIO2,ENTREZID
1735,DIO3,ENTREZID
1736,DKC1,ENTREZID
1737,DLAT,ENTREZID
1738,DLD,ENTREZID
1739,DLG1,ENTREZID
1740,DLG2,ENTREZID
1741,DLG3,ENTREZID
1742,DLG4,ENTREZID
1743,DLST,ENTREZID
1744,DLSTP1,ENTREZID
1745,DLX1,ENTREZID
1746,DLX2,ENTREZID
1747,DLX3,ENTREZID
1748,DLX4,ENTREZID
1749,DLX5,ENTREZID
1750,DLX6,ENTREZID
1755,DMBT1,ENTREZID
1756,DMD,ENTREZID
1757,SARDH,ENTREZID
1758,DMP1,ENTREZID
1759,DNM1,ENTREZID
1760,DMPK,ENTREZID
1761,DMRT1,ENTREZID
1762,DMWD,ENTREZID
1763,DNA2,ENTREZID
1767,DNAH5,ENTREZID
1768,DNAH6,ENTREZID
1769,DNAH8,ENTREZID
1770,DNAH9,ENTREZID
1773,DNASE1,ENTREZID
1774,DNASE1L1,ENTREZID
1775,DNASE1L2,ENTREZID
1776,DNASE1L3,ENTREZID
1777,DNASE2,ENTREZID
1778,DYNC1H1,ENTREZID
1780,DYNC1I1,ENTREZID
1781,DYNC1I2,ENTREZID
1783,DYNC1LI2,ENTREZID
1784,DNCM,ENTREZID
1785,DNM2,ENTREZID
1786,DNMT1,ENTREZID
1787,TRDMT1,ENTREZID
1788,DNMT3A,ENTREZID
1789,DNMT3B,ENTREZID
1791,DNTT,ENTREZID
1793,DOCK1,ENTREZID
1794,DOCK2,ENTREZID
1795,DOCK3,ENTREZID
1796,DOK1,ENTREZID
1797,DXO,ENTREZID
1798,DPAGT1,ENTREZID
1800,DPEP1,ENTREZID
1801,DPH1,ENTREZID
1802,DPH2,ENTREZID
1803,DPP4,ENTREZID
1804,DPP6,ENTREZID
1805,DPT,ENTREZID
1806,DPYD,ENTREZID
1807,DPYS,ENTREZID
1808,DPYSL2,ENTREZID
1809,DPYSL3,ENTREZID
1810,DR1,ENTREZID
1811,SLC26A3,ENTREZID
1812,DRD1,ENTREZID
1813,DRD2,ENTREZID
1814,DRD3,ENTREZID
1815,DRD4,ENTREZID
1816,DRD5,ENTREZID
1817,DRD5P1,ENTREZID
1818,DRD5P2,ENTREZID
1819,DRG2,ENTREZID
1820,ARID3A,ENTREZID
1821,DRP2,ENTREZID
1822,ATN1,ENTREZID
1823,DSC1,ENTREZID
1824,DSC2,ENTREZID
1825,DSC3,ENTREZID
1826,DSCAM,ENTREZID
1827,RCAN1,ENTREZID
1828,DSG1,ENTREZID
1829,DSG2,ENTREZID
1830,DSG3,ENTREZID
1831,TSC22D3,ENTREZID
1832,DSP,ENTREZID
1833,EPYC,ENTREZID
1834,DSPP,ENTREZID
1836,SLC26A2,ENTREZID
1837,DTNA,ENTREZID
1838,DTNB,ENTREZID
1839,HBEGF,ENTREZID
1840,DTX1,ENTREZID
1841,DTYMK,ENTREZID
1842,ECM2,ENTREZID
1843,DUSP1,ENTREZID
1844,DUSP2,ENTREZID
1845,DUSP3,ENTREZID
1846,DUSP4,ENTREZID
1847,DUSP5,ENTREZID
1848,DUSP6,ENTREZID
1849,DUSP7,ENTREZID
1850,DUSP8,ENTREZID
1852,DUSP9,ENTREZID
1854,DUT,ENTREZID
1855,DVL1,ENTREZID
1856,DVL2,ENTREZID
1857,DVL3,ENTREZID
1858,DWS,ENTREZID
1859,DYRK1A,ENTREZID
1861,TOR1A,ENTREZID
1862,DYT2,ENTREZID
1866,DYT7,ENTREZID
1867,DYX1,ENTREZID
1869,E2F1,ENTREZID
1870,E2F2,ENTREZID
1871,E2F3,ENTREZID
1872,E2F3P1,ENTREZID
1874,E2F4,ENTREZID
1875,E2F5,ENTREZID
1876,E2F6,ENTREZID
1877,E4F1,ENTREZID
1878,E11S,ENTREZID
1879,EBF1,ENTREZID
1880,GPR183,ENTREZID
1881,EBM,ENTREZID
1884,EBR3,ENTREZID
1885,EBR4,ENTREZID
1888,EBVS1,ENTREZID
1889,ECE1,ENTREZID
1890,TYMP,ENTREZID
1891,ECH1,ENTREZID
1892,ECHS1,ENTREZID
1893,ECM1,ENTREZID
1894,ECT2,ENTREZID
1896,EDA,ENTREZID
1901,S1PR1,ENTREZID
1902,LPAR1,ENTREZID
1903,S1PR3,ENTREZID
1906,EDN1,ENTREZID
1907,EDN2,ENTREZID
1908,EDN3,ENTREZID
1909,EDNRA,ENTREZID
1910,EDNRB,ENTREZID
1911,PHC1,ENTREZID
1912,PHC2,ENTREZID
1913,EEC1,ENTREZID
1914,EEC2,ENTREZID
1915,EEF1A1,ENTREZID
1917,EEF1A2,ENTREZID
1918,EEF1A1P43,ENTREZID
1932,EEF1B2P1,ENTREZID
1933,EEF1B2,ENTREZID
1934,EEF1B2P2,ENTREZID
1936,EEF1D,ENTREZID
1937,EEF1G,ENTREZID
1938,EEF2,ENTREZID
1939,EIF2D,ENTREZID
1940,EEGV1,ENTREZID
1942,EFNA1,ENTREZID
1943,EFNA2,ENTREZID
1944,EFNA3,ENTREZID
1945,EFNA4,ENTREZID
1946,EFNA5,ENTREZID
1947,EFNB1,ENTREZID
1948,EFNB2,ENTREZID
1949,EFNB3,ENTREZID
1950,EGF,ENTREZID
1951,CELSR3,ENTREZID
1952,CELSR2,ENTREZID
1953,MEGF6,ENTREZID
1954,MEGF8,ENTREZID
1955,MEGF9,ENTREZID
1956,EGFR,ENTREZID
1957,EGI,ENTREZID
1958,EGR1,ENTREZID
1959,EGR2,ENTREZID
1960,EGR3,ENTREZID
1961,EGR4,ENTREZID
1962,EHHADH,ENTREZID
1964,EIF1AX,ENTREZID
1965,EIF2S1,ENTREZID
1967,EIF2B1,ENTREZID
1968,EIF2S3,ENTREZID
1969,EPHA2,ENTREZID
1973,EIF4A1,ENTREZID
1974,EIF4A2,ENTREZID
1975,EIF4B,ENTREZID
1977,EIF4E,ENTREZID
1978,EIF4EBP1,ENTREZID
1979,EIF4EBP2,ENTREZID
1980,EIF4EP1,ENTREZID
1981,EIF4G1,ENTREZID
1982,EIF4G2,ENTREZID
1983,EIF5,ENTREZID
1984,EIF5A,ENTREZID
1986,EIF5AP2,ENTREZID
1987,EIF5AP3,ENTREZID
1990,CELA1,ENTREZID
1991,ELANE,ENTREZID
1992,SERPINB1,ENTREZID
1993,ELAVL2,ENTREZID
1994,ELAVL1,ENTREZID
1995,ELAVL3,ENTREZID
1996,ELAVL4,ENTREZID
1997,ELF1,ENTREZID
1998,ELF2,ENTREZID
1999,ELF3,ENTREZID
2000,ELF4,ENTREZID
2001,ELF5,ENTREZID
2002,ELK1,ENTREZID
2003,ELK2AP,ENTREZID
2004,ELK3,ENTREZID
2005,ELK4,ENTREZID
2006,ELN,ENTREZID
2009,EML1,ENTREZID
2010,EMD,ENTREZID
2011,MARK2,ENTREZID
2012,EMP1,ENTREZID
2013,EMP2,ENTREZID
2014,EMP3,ENTREZID
2015,ADGRE1,ENTREZID
2016,EMX1,ENTREZID
2017,CTTN,ENTREZID
2018,EMX2,ENTREZID
2019,EN1,ENTREZID
2020,EN2,ENTREZID
2021,ENDOG,ENTREZID
2022,ENG,ENTREZID
2023,ENO1,ENTREZID
2025,ENO1P1,ENTREZID
2026,ENO2,ENTREZID
2027,ENO3,ENTREZID
2028,ENPEP,ENTREZID
2029,ENSA,ENTREZID
2030,SLC29A1,ENTREZID
2031,ENUR1,ENTREZID
2032,ENUR2,ENTREZID
2033,EP300,ENTREZID
2034,EPAS1,ENTREZID
2035,EPB41,ENTREZID
2036,EPB41L1,ENTREZID
2037,EPB41L2,ENTREZID
2038,EPB42,ENTREZID
2039,DMTN,ENTREZID
2040,STOM,ENTREZID
2041,EPHA1,ENTREZID
2042,EPHA3,ENTREZID
2043,EPHA4,ENTREZID
2044,EPHA5,ENTREZID
2045,EPHA7,ENTREZID
2046,EPHA8,ENTREZID
2047,EPHB1,ENTREZID
2048,EPHB2,ENTREZID
2049,EPHB3,ENTREZID
2050,EPHB4,ENTREZID
2051,EPHB6,ENTREZID
2052,EPHX1,ENTREZID
2053,EPHX2,ENTREZID
2054,STX2,ENTREZID
2055,CLN8,ENTREZID
2056,EPO,ENTREZID
2057,EPOR,ENTREZID
2058,EPRS,ENTREZID
2059,EPS8,ENTREZID
2060,EPS15,ENTREZID
2063,NR2F6,ENTREZID
2064,ERBB2,ENTREZID
2065,ERBB3,ENTREZID
2066,ERBB4,ENTREZID
2067,ERCC1,ENTREZID
2068,ERCC2,ENTREZID
2069,EREG,ENTREZID
2070,EYA4,ENTREZID
2071,ERCC3,ENTREZID
2072,ERCC4,ENTREZID
2073,ERCC5,ENTREZID
2074,ERCC6,ENTREZID
2076,ERCM1,ENTREZID
2077,ERF,ENTREZID
2078,ERG,ENTREZID
2079,ERH,ENTREZID
2081,ERN1,ENTREZID
2086,ERV3-1,ENTREZID
2090,ESA4,ENTREZID
2091,FBL,ENTREZID
2096,ESAT,ENTREZID
2097,ESB3,ENTREZID
2098,ESD,ENTREZID
2099,ESR1,ENTREZID
2100,ESR2,ENTREZID
2101,ESRRA,ENTREZID
2103,ESRRB,ENTREZID
2104,ESRRG,ENTREZID
2107,ETF1,ENTREZID
2108,ETFA,ENTREZID
2109,ETFB,ENTREZID
2110,ETFDH,ENTREZID
2112,ETM2,ENTREZID
2113,ETS1,ENTREZID
2114,ETS2,ENTREZID
2115,ETV1,ENTREZID
2116,ETV2,ENTREZID
2117,ETV3,ENTREZID
2118,ETV4,ENTREZID
2119,ETV5,ENTREZID
2120,ETV6,ENTREZID
2121,EVC,ENTREZID
2122,MECOM,ENTREZID
2123,EVI2A,ENTREZID
2124,EVI2B,ENTREZID
2125,EVPL,ENTREZID
2128,EVX1,ENTREZID
2130,EWSR1,ENTREZID
2131,EXT1,ENTREZID
2132,EXT2,ENTREZID
2133,EXT3,ENTREZID
2134,EXTL1,ENTREZID
2135,EXTL2,ENTREZID
2137,EXTL3,ENTREZID
2138,EYA1,ENTREZID
2139,EYA2,ENTREZID
2140,EYA3,ENTREZID
2141,EYCL1,ENTREZID
2145,EZH1,ENTREZID
2146,EZH2,ENTREZID
2147,F2,ENTREZID
2149,F2R,ENTREZID
2150,F2RL1,ENTREZID
2151,F2RL2,ENTREZID
2152,F3,ENTREZID
2153,F5,ENTREZID
2155,F7,ENTREZID
2156,F7R,ENTREZID
2157,F8,ENTREZID
2158,F9,ENTREZID
2159,F10,ENTREZID
2160,F11,ENTREZID
2161,F12,ENTREZID
2162,F13A1,ENTREZID
2165,F13B,ENTREZID
2166,FAAH,ENTREZID
2167,FABP4,ENTREZID
2168,FABP1,ENTREZID
2169,FABP2,ENTREZID
2170,FABP3,ENTREZID
2171,FABP5,ENTREZID
2172,FABP6,ENTREZID
2173,FABP7,ENTREZID
2175,FANCA,ENTREZID
2176,FANCC,ENTREZID
2177,FANCD2,ENTREZID
2178,FANCE,ENTREZID
2180,ACSL1,ENTREZID
2181,ACSL3,ENTREZID
2182,ACSL4,ENTREZID
2184,FAH,ENTREZID
2185,PTK2B,ENTREZID
2186,BPTF,ENTREZID
2187,FANCB,ENTREZID
2188,FANCF,ENTREZID
2189,FANCG,ENTREZID
2191,FAP,ENTREZID
2192,FBLN1,ENTREZID
2193,FARSA,ENTREZID
2194,FASN,ENTREZID
2195,FAT1,ENTREZID
2196,FAT2,ENTREZID
2197,FAU,ENTREZID
2199,FBLN2,ENTREZID
2200,FBN1,ENTREZID
2201,FBN2,ENTREZID
2202,EFEMP1,ENTREZID
2203,FBP1,ENTREZID
2204,FCAR,ENTREZID
2205,FCER1A,ENTREZID
2206,MS4A2,ENTREZID
2207,FCER1G,ENTREZID
2208,FCER2,ENTREZID
2209,FCGR1A,ENTREZID
2210,FCGR1B,ENTREZID
2212,FCGR2A,ENTREZID
2213,FCGR2B,ENTREZID
2214,FCGR3A,ENTREZID
2215,FCGR3B,ENTREZID
2216,FDX1P2,ENTREZID
2217,FCGRT,ENTREZID
2218,FKTN,ENTREZID
2219,FCN1,ENTREZID
2220,FCN2,ENTREZID
2221,FCP1,ENTREZID
2222,FDFT1,ENTREZID
2224,FDPS,ENTREZID
2227,FDPSP3,ENTREZID
2228,FDPSP4,ENTREZID
2229,FDPSP5,ENTREZID
2230,FDX1,ENTREZID
2231,FDX1P1,ENTREZID
2232,FDXR,ENTREZID
2233,FEB1,ENTREZID
2234,FEB2,ENTREZID
2235,FECH,ENTREZID
2236,FECHP1,ENTREZID
2237,FEN1,ENTREZID
2239,GPC4,ENTREZID
2241,FER,ENTREZID
2242,FES,ENTREZID
2243,FGA,ENTREZID
2244,FGB,ENTREZID
2245,FGD1,ENTREZID
2246,FGF1,ENTREZID
2247,FGF2,ENTREZID
2248,FGF3,ENTREZID
2249,FGF4,ENTREZID
2250,FGF5,ENTREZID
2251,FGF6,ENTREZID
2252,FGF7,ENTREZID
2253,FGF8,ENTREZID
2254,FGF9,ENTREZID
2255,FGF10,ENTREZID
2256,FGF11,ENTREZID
2257,FGF12,ENTREZID
2258,FGF13,ENTREZID
2259,FGF14,ENTREZID
2260,FGFR1,ENTREZID
2261,FGFR3,ENTREZID
2262,GPC5,ENTREZID
2263,FGFR2,ENTREZID
2264,FGFR4,ENTREZID
2266,FGG,ENTREZID
